car_id,brand,year,engine_size,fuel_type,transmission,mileage,condition,price,model
65,Honda,2020,3.9,Petrol,Automatic,294120,New,66779.18,A3
1713,Honda,2016,2.6,Hybrid,Manual,234799,Used,31279.12,Mustang
1422,Honda,2007,4.5,Petrol,Automatic,269915,Like New,47677.53,Explorer
911,Honda,2018,4.5,Petrol,Automatic,78343,Used,22849.55,Explorer
964,Mercedes,2022,2.7,Hybrid,Manual,298325,Used,59744.06,Prius
1439,Ford,2022,1.1,Petrol,Automatic,83697,Used,97907.73,5 Series
326,Honda,2000,3.1,Electric,Automatic,79311,New,30894.45,CR-V
41,Toyota,2021,1.9,Petrol,Manual,182631,Used,86884.69,Prius
713,Mercedes,2001,4.5,Petrol,Automatic,13672,Like New,74341.57,C-Class
1106,Toyota,2001,4.8,Hybrid,Manual,209496,Like New,27825.14,Camry
706,Tesla,2014,1.7,Electric,Automatic,94020,Used,34109.11,GLA
2097,Ford,2008,1.9,Diesel,Manual,220511,Like New,93917.45,Q7
2292,Ford,2023,3.7,Electric,Automatic,10236,New,7292.61,Focus
644,BMW,2018,2.5,Electric,Automatic,32543,Like New,81930.84,E-Class
1848,BMW,2006,2.7,Electric,Manual,84179,Used,85768.28,A3
2188,Audi,2008,3.2,Hybrid,Automatic,60110,New,8716.86,A3
2313,Mercedes,2023,1.6,Hybrid,Automatic,277132,Used,30894.45,Camry
824,Mercedes,2016,4.5,Electric,Automatic,85015,Used,78582.28,X5
1020,Audi,2005,3.4,Hybrid,Automatic,158731,New,94486.25,Focus
1515,Toyota,2013,5.2,Hybrid,Manual,43168,New,34513.51,5 Series
1152,Toyota,2008,2.4,Petrol,Automatic,49892,New,83051.2,Mustang
2351,Mercedes,2018,2.2,Hybrid,Manual,179614,New,42133.21,A4
2301,Toyota,2010,3.9,Diesel,Automatic,9466,New,58132.97,GLC
2060,Audi,2020,4.3,Petrol,Automatic,72534,New,76481.99,Model S
214,Audi,2014,3.0,Hybrid,Manual,128279,New,39595.03,X3
938,Honda,2020,2.1,Petrol,Manual,20505,Like New,83008.5,RAV4
1431,Audi,2021,1.4,Diesel,Manual,56815,New,73407.43,RAV4
2083,BMW,2004,2.1,Diesel,Manual,45,Used,39136.84,E-Class
75,BMW,2019,2.9,Petrol,Automatic,124444,New,62989.13,Focus
1727,Toyota,2023,2.1,Hybrid,Manual,110893,Used,37728.83,5 Series
2376,Mercedes,2009,5.1,Petrol,Manual,146367,New,71109.39,Model 3
2152,Mercedes,2013,4.2,Hybrid,Automatic,262128,New,62923.78,Camry
1919,Ford,2003,1.9,Electric,Automatic,7176,New,22159.58,RAV4
105,Audi,2007,5.5,Diesel,Manual,48478,Like New,47155.14,Focus
1078,Tesla,2017,3.2,Electric,Automatic,18240,Used,98704.48,Model X
1333,Audi,2011,2.1,Electric,Manual,139148,New,90495.38,E-Class
803,Honda,2000,1.9,Diesel,Automatic,235892,New,35804.47,Explorer
1207,Ford,2007,1.2,Electric,Manual,246553,New,67173.69,Accord
2353,Honda,2022,1.2,Diesel,Automatic,232783,New,16232.63,C-Class
2376,Honda,2017,2.6,Electric,Automatic,115871,Like New,29925.11,X3
2207,Tesla,2006,5.0,Diesel,Manual,274805,Like New,56919.02,Explorer
2260,Toyota,2015,2.7,Petrol,Manual,136746,New,40546.25,Prius
539,Tesla,2017,4.7,Diesel,Manual,130439,New,10002.3,A4
1287,Mercedes,2007,5.6,Petrol,Manual,201466,Like New,8480.01,Mustang
363,Toyota,2000,5.4,Hybrid,Manual,265808,Like New,47239.4,C-Class
1315,Ford,2004,3.9,Electric,Automatic,172507,New,70601.16,5 Series
2010,Ford,2017,1.8,Diesel,Automatic,205384,Like New,24729.99,CR-V
2129,Honda,2011,2.2,Electric,Manual,76815,Like New,93779.23,X5
2399,Honda,2021,4.0,Electric,Manual,93616,Used,10116.9,GLC
774,Tesla,2001,5.1,Electric,Manual,287249,New,84420.66,Camry
2116,Toyota,2014,1.1,Hybrid,Manual,262968,Like New,24368.44,A3
1139,Mercedes,2006,1.5,Electric,Automatic,196681,Used,59183.2,CR-V
1715,Mercedes,2003,2.7,Diesel,Manual,57153,New,16594.14,Prius
287,Tesla,2022,3.1,Diesel,Automatic,118065,Used,88284.55,Mustang
2217,Mercedes,2009,2.6,Electric,Manual,83721,New,93890.4,A4
1391,Ford,2018,3.8,Hybrid,Automatic,264068,Used,63775.3,Camry
1329,Ford,2006,3.0,Petrol,Manual,81991,Used,74303.45,3 Series
919,Ford,2003,4.6,Hybrid,Manual,128279,New,73235.92,X3
1848,Tesla,2021,4.0,Petrol,Automatic,151083,New,75446.31,Fit
2412,Toyota,2010,6.0,Hybrid,Automatic,159950,Like New,45333.32,X5
2198,Toyota,2014,5.8,Diesel,Manual,286160,Used,73208.06,Model X
1800,Tesla,2010,4.6,Diesel,Automatic,285578,Used,88921.72,Camry
261,Ford,2006,4.2,Petrol,Automatic,296753,Like New,97907.73,Camry
2407,Mercedes,2013,1.8,Hybrid,Manual,81147,Like New,27998.42,Accord
2465,Honda,2018,3.5,Hybrid,Manual,240904,Used,57608.77,Model X
2285,Honda,2007,1.6,Diesel,Manual,191707,Like New,85302.37,GLC
1927,Ford,2015,4.0,Petrol,Manual,20662,Like New,8055.44,Camry
509,BMW,2002,5.8,Petrol,Manual,267724,Used,18695.51,X5
49,BMW,2017,1.9,Petrol,Automatic,3420,Used,92787.78,A4
205,Honda,2021,5.2,Petrol,Manual,3060,New,16289.72,RAV4
938,Toyota,2016,5.1,Hybrid,Manual,43021,Like New,8480.01,Civic
1916,Ford,2003,1.3,Hybrid,Manual,13919,New,65653.36,Mustang
497,BMW,2022,4.9,Hybrid,Automatic,157591,Like New,54479.15,RAV4
2219,BMW,2003,5.6,Electric,Automatic,105025,Used,36370.17,5 Series
1497,Tesla,2007,2.6,Petrol,Manual,279250,Used,18375.99,C-Class
664,Tesla,2014,3.5,Electric,Manual,186110,Like New,41275.26,A4
423,Audi,2018,5.5,Hybrid,Manual,284250,New,57335.06,Model X
1865,Audi,2023,4.5,Electric,Manual,171206,Like New,28769.43,E-Class
2470,Toyota,2009,2.8,Electric,Manual,77228,New,60222.83,Model 3
1930,Mercedes,2023,4.2,Diesel,Manual,36,New,50966.83,Model Y
687,Mercedes,2023,2.4,Hybrid,Automatic,219882,Like New,98496.67,Q5
1698,Honda,2009,5.7,Hybrid,Automatic,8720,New,41576.46,Model X
731,Mercedes,2003,4.7,Petrol,Automatic,30552,Used,33048.47,Camry
635,Toyota,2001,3.8,Hybrid,Automatic,88952,Like New,68239.0,X3
2341,BMW,2023,3.9,Diesel,Automatic,45177,New,93917.45,Focus
2120,Toyota,2021,3.0,Hybrid,Automatic,247439,Like New,16119.24,Fiesta
1924,Mercedes,2006,3.7,Diesel,Automatic,27453,New,17932.96,X3
1191,Ford,2011,3.4,Electric,Automatic,234295,Used,90175.23,Model X
33,Honda,2022,5.6,Diesel,Automatic,104405,New,11485.26,3 Series
454,Mercedes,2018,5.5,Hybrid,Automatic,73527,Used,90489.84,Mustang
1460,Audi,2000,5.7,Hybrid,Automatic,187313,New,10116.9,GLC
1480,BMW,2014,1.4,Diesel,Manual,294418,Used,26359.66,GLC
1641,Honda,2014,1.9,Hybrid,Manual,297641,Like New,81093.66,Prius
920,Honda,2010,5.3,Electric,Automatic,121831,Like New,97261.57,Mustang
2296,Mercedes,2002,5.2,Petrol,Automatic,146663,New,41033.39,Q5
1016,Audi,2008,1.6,Electric,Automatic,205599,Used,38249.76,Model Y
1551,Tesla,2011,6.0,Diesel,Automatic,136343,New,35803.74,Model S
435,Audi,2003,2.5,Petrol,Manual,67309,New,9730.07,C-Class
1767,Mercedes,2018,3.1,Petrol,Manual,299260,New,72174.13,E-Class
10,Mercedes,2020,2.6,Petrol,Manual,181101,Used,32071.99,CR-V
1033,Mercedes,2002,1.2,Hybrid,Automatic,294458,Like New,41260.39,E-Class
534,BMW,2011,1.9,Diesel,Manual,145512,Used,83557.77,Focus
2096,Audi,2021,2.7,Diesel,Manual,36,New,70651.99,Explorer
1320,Mercedes,2006,4.9,Hybrid,Manual,55114,New,44340.36,GLA
1552,Toyota,2012,4.0,Electric,Automatic,244497,Like New,91029.73,A4
972,Audi,2015,1.7,Hybrid,Automatic,243181,Used,21962.52,E-Class
1330,Ford,2002,2.1,Hybrid,Manual,74469,New,62080.03,CR-V
869,Mercedes,2005,5.7,Hybrid,Automatic,108352,Used,63236.33,Model 3
1750,Audi,2007,3.4,Petrol,Automatic,68147,Like New,95965.09,CR-V
2145,Ford,2021,3.8,Diesel,Manual,78563,New,15004.69,C-Class
1796,Audi,2016,2.0,Electric,Automatic,160275,New,56917.99,X5
2023,Tesla,2010,1.0,Electric,Automatic,121327,New,38775.86,X5
2208,BMW,2023,5.1,Electric,Manual,219393,New,81902.35,X5
1199,Honda,2001,4.8,Hybrid,Automatic,171206,New,17291.19,Model X
128,Honda,2009,2.4,Electric,Automatic,112684,New,37930.84,Accord
2120,Honda,2000,1.8,Diesel,Manual,2673,Like New,78308.17,Fit
2335,Audi,2013,2.9,Hybrid,Automatic,125702,Like New,68239.0,X3
219,BMW,2008,1.0,Diesel,Manual,244437,New,88223.12,Q5
2487,Audi,2020,5.2,Electric,Manual,35577,Like New,19544.74,Accord
1714,Honda,2014,6.0,Petrol,Manual,31440,Used,88851.63,Accord
653,BMW,2006,1.8,Hybrid,Automatic,215155,Used,44875.96,3 Series
623,BMW,2014,3.9,Petrol,Manual,279707,Used,45937.45,Q7
824,Toyota,2009,5.3,Electric,Manual,238217,New,17028.88,X5
1414,Audi,2003,4.0,Hybrid,Manual,196681,Like New,36014.91,A3
2005,Audi,2002,4.5,Diesel,Manual,6163,Like New,85719.15,Model 3
753,BMW,2000,4.6,Petrol,Manual,262463,New,87474.1,RAV4
653,Honda,2002,2.4,Diesel,Manual,192081,Used,69575.35,Model S
573,Toyota,2015,1.4,Diesel,Automatic,155002,New,70585.87,Q7
2298,Toyota,2016,3.1,Hybrid,Manual,282346,Like New,68913.46,C-Class
2475,Ford,2000,2.6,Hybrid,Automatic,235994,New,62534.36,Accord
2103,Toyota,2019,3.3,Electric,Automatic,274444,Like New,87119.23,Civic
1722,Ford,2001,2.7,Diesel,Manual,166000,Like New,28378.94,Mustang
639,Tesla,2003,2.5,Electric,Automatic,247418,New,58358.86,Q5
1089,Honda,2003,5.9,Hybrid,Automatic,125349,New,22424.55,Camry
50,Mercedes,2010,3.9,Electric,Automatic,280141,Like New,64720.38,X3
252,Audi,2005,4.9,Electric,Automatic,187313,Used,69924.53,Accord
2315,Mercedes,2017,2.1,Electric,Manual,128165,New,29034.98,3 Series
1651,Ford,2002,4.9,Hybrid,Automatic,136746,Used,59325.43,Model S
1861,Audi,2005,2.1,Petrol,Manual,125813,Like New,34564.51,Civic
136,Toyota,2009,2.3,Diesel,Automatic,4861,New,54681.04,Model X
1876,BMW,2017,3.0,Diesel,Automatic,119574,New,77791.17,Explorer
1649,BMW,2023,4.8,Diesel,Manual,80974,New,54681.04,Explorer
1790,Mercedes,2005,3.3,Diesel,Manual,98841,Used,5107.22,Mustang
2309,Tesla,2007,4.7,Hybrid,Automatic,226833,Used,14346.62,Model 3
1040,Honda,2018,4.5,Diesel,Manual,255745,Used,42691.34,X5
2482,Mercedes,2018,5.1,Petrol,Automatic,150494,New,72588.15,Model Y
1836,Audi,2005,5.4,Diesel,Automatic,164340,New,22034.71,Model X
2462,Honda,2020,4.6,Hybrid,Manual,297429,New,21572.42,Model Y
799,Ford,2020,1.0,Hybrid,Automatic,2673,Used,70406.34,Model Y
1329,Tesla,2009,5.6,Hybrid,Automatic,178475,Used,14346.62,A3
1167,Tesla,2002,6.0,Hybrid,Automatic,148515,New,75094.31,Fiesta
2057,Audi,2010,1.4,Diesel,Automatic,49477,New,14075.88,Prius
1861,Toyota,2002,5.0,Electric,Automatic,113394,Used,69924.53,X5
697,Toyota,2008,3.7,Electric,Automatic,246514,Like New,28769.68,RAV4
1769,Honda,2012,5.9,Hybrid,Manual,70825,New,87800.17,GLA
1781,Toyota,2013,2.3,Diesel,Automatic,232275,New,87828.26,Q5
1239,Ford,2016,5.8,Petrol,Manual,10236,Used,66972.89,Corolla
1444,Audi,2021,4.9,Hybrid,Automatic,23052,Like New,86019.28,X5
2396,BMW,2011,1.5,Petrol,Manual,199416,New,63091.68,C-Class
669,Ford,2023,3.8,Hybrid,Manual,192416,Used,37160.83,CR-V
784,Tesla,2014,4.5,Diesel,Manual,128259,Used,68688.27,Model S
525,Ford,2001,4.5,Petrol,Automatic,220629,Like New,80376.95,Model Y
972,Ford,2017,5.6,Electric,Manual,290160,Used,91307.01,CR-V
654,BMW,2006,3.5,Petrol,Manual,230502,Like New,54110.32,Model S
886,Toyota,2013,2.2,Petrol,Automatic,102063,New,21525.04,Model S
1253,BMW,2009,5.7,Hybrid,Manual,87340,Used,27396.55,X5
337,Audi,2007,3.8,Diesel,Automatic,120623,New,22795.31,Model 3
1027,Toyota,2011,5.1,Petrol,Manual,189864,New,16614.03,Q7
80,Mercedes,2001,2.7,Petrol,Manual,208794,Like New,44956.1,Model Y
1443,Mercedes,2000,3.2,Hybrid,Automatic,271372,Like New,74014.8,Q5
84,Ford,2010,5.4,Diesel,Manual,200935,New,80147.84,Civic
2312,Honda,2020,2.3,Diesel,Automatic,269284,Like New,74530.9,Corolla
593,Toyota,2002,6.0,Hybrid,Manual,180116,New,32342.86,E-Class
2477,Mercedes,2012,5.4,Diesel,Automatic,51574,Used,6482.71,Explorer
1674,Audi,2011,4.7,Petrol,Automatic,219182,Like New,89928.83,Explorer
435,Ford,2018,1.4,Hybrid,Manual,137046,New,85805.52,Q7
257,BMW,2010,3.3,Hybrid,Manual,24918,New,82974.33,Camry
219,Tesla,2007,2.6,Diesel,Manual,121701,New,18856.62,Fit
975,Mercedes,2001,5.6,Petrol,Automatic,42103,Used,96460.36,GLA
129,Honda,2023,4.2,Diesel,Manual,191791,Used,71681.54,X5
1166,Ford,2001,2.0,Diesel,Automatic,164982,New,70651.99,GLC
1656,Toyota,2006,5.5,Diesel,Automatic,167229,New,93926.98,Q7
941,Ford,2001,3.5,Electric,Automatic,31912,Like New,79698.2,Q5
2145,Ford,2016,4.3,Hybrid,Manual,186443,Like New,19850.14,Q7
723,Tesla,2004,2.3,Diesel,Manual,15909,Used,73772.65,CR-V
1358,Mercedes,2016,3.2,Diesel,Automatic,243825,New,56611.41,Explorer
690,Mercedes,2020,3.3,Hybrid,Automatic,191239,Used,34378.61,3 Series
706,Mercedes,2020,5.1,Petrol,Automatic,33800,Like New,95395.26,Focus
1800,Audi,2018,4.6,Petrol,Automatic,248505,New,14856.2,X3
1690,Toyota,2017,1.9,Diesel,Automatic,188418,Used,75344.14,CR-V
680,Tesla,2001,5.6,Electric,Automatic,173217,New,49436.04,CR-V
806,Audi,2014,2.8,Petrol,Manual,196201,Like New,89434.74,Civic
2216,Audi,2000,4.5,Electric,Automatic,295182,New,59761.79,C-Class
1702,BMW,2014,1.1,Petrol,Automatic,255139,Like New,64002.04,Fit
1108,Audi,2020,4.7,Petrol,Manual,99855,New,47333.97,Mustang
1407,BMW,2010,4.7,Diesel,Automatic,219478,Like New,78887.03,A4
1645,Audi,2020,5.2,Petrol,Manual,101982,Used,8716.86,CR-V
630,Honda,2021,5.0,Diesel,Automatic,108352,Used,16479.84,Civic
1716,Ford,2019,3.7,Diesel,Automatic,4889,Used,78722.11,Mustang
2383,Honda,2002,5.9,Hybrid,Manual,47842,New,89350.67,3 Series
2284,Tesla,2017,5.0,Diesel,Automatic,68835,Used,70119.9,C-Class
511,Toyota,2020,3.5,Petrol,Manual,103187,Used,90915.8,X3
1300,Audi,2017,4.2,Hybrid,Automatic,86134,New,67569.14,Focus
124,Audi,2011,5.3,Electric,Automatic,75028,Used,40593.92,X5
1902,Toyota,2021,5.9,Diesel,Manual,67592,Used,90105.17,5 Series
1223,Audi,2021,1.0,Electric,Manual,86134,Used,87147.83,Fit
422,Mercedes,2006,3.9,Diesel,Manual,182873,Used,15955.31,Prius
525,Toyota,2022,3.2,Hybrid,Manual,206329,Like New,48135.89,Model X
2033,Mercedes,2004,2.7,Diesel,Manual,62085,New,58196.1,Prius
431,Audi,2006,2.8,Electric,Automatic,164982,Used,35593.06,C-Class
754,BMW,2021,3.2,Petrol,Automatic,95213,Like New,38371.45,Explorer
694,Toyota,2018,1.3,Diesel,Automatic,206329,Like New,63703.77,Q7
854,Honda,2013,5.4,Petrol,Manual,133909,New,83946.15,Model X
127,Mercedes,2018,3.0,Diesel,Automatic,230502,Like New,43089.18,RAV4
891,BMW,2012,2.7,Electric,Manual,47800,Used,70056.35,RAV4
1984,Ford,2011,2.8,Electric,Automatic,125702,Like New,43089.18,Civic
366,Ford,2000,3.3,Electric,Manual,137039,New,63091.68,Focus
1599,Mercedes,2002,4.5,Electric,Automatic,244533,Used,81157.49,A4
2383,Audi,2011,4.8,Hybrid,Automatic,227506,Used,75740.88,3 Series
381,Honda,2005,5.0,Electric,Manual,231436,Used,33417.38,X5
2020,Ford,2011,4.9,Diesel,Manual,10236,Used,61703.53,Mustang
2487,Audi,2006,1.9,Petrol,Automatic,114780,Used,26755.14,Mustang
307,Tesla,2008,1.9,Electric,Automatic,115042,Used,19504.91,Civic
1989,Toyota,2004,2.5,Hybrid,Automatic,295187,New,80199.63,Q5
163,Honda,2015,4.7,Electric,Manual,165368,Used,80995.07,Mustang
2021,Toyota,2009,5.7,Hybrid,Automatic,179992,Like New,22769.06,Model 3
1150,Toyota,2004,5.7,Electric,Manual,56947,Like New,69242.72,Model S
1044,Mercedes,2005,4.7,Diesel,Manual,3273,New,66947.85,Q5
1105,Audi,2022,3.8,Petrol,Manual,130878,Used,83282.78,Q7
763,Toyota,2018,3.3,Electric,Manual,11519,Like New,14031.19,Model S
1565,Audi,2004,1.0,Electric,Manual,162776,New,17932.96,A4
2149,BMW,2016,3.8,Diesel,Automatic,278491,Like New,56575.7,Focus
2398,Audi,2009,3.7,Diesel,Automatic,149112,New,58366.77,5 Series
707,Audi,2022,1.8,Diesel,Manual,66446,Like New,74341.57,Q5
1985,Toyota,2016,5.9,Petrol,Manual,165320,New,90253.66,A3
154,Toyota,2008,1.0,Diesel,Manual,283830,Like New,11371.43,C-Class
1102,Tesla,2023,2.2,Hybrid,Manual,205229,Used,69868.63,Q7
528,BMW,2019,5.3,Hybrid,Automatic,125349,Used,59421.58,E-Class
1830,Tesla,2004,2.2,Petrol,Automatic,294067,New,66045.09,Focus
2065,BMW,2005,5.5,Diesel,Manual,258445,New,40155.51,Mustang
502,BMW,2006,3.9,Electric,Automatic,74779,New,62923.78,Prius
798,Audi,2002,1.1,Hybrid,Manual,231946,Used,70529.86,Explorer
1049,Honda,2018,3.0,Electric,Manual,190791,New,72588.15,Fit
2102,Honda,2020,5.2,Electric,Automatic,278245,Used,59551.72,GLC
1747,BMW,2006,5.0,Hybrid,Automatic,263894,Like New,69195.8,Civic
94,Honda,2014,1.9,Diesel,Automatic,254606,New,56377.17,GLA
2032,Toyota,2010,2.4,Hybrid,Automatic,152215,Like New,73796.14,5 Series
314,Tesla,2009,1.4,Hybrid,Manual,155927,New,94282.73,Model S
1781,Audi,2003,2.9,Hybrid,Manual,55162,Like New,53463.16,Mustang
1673,Audi,2008,5.1,Diesel,Automatic,192949,Used,68817.96,Model X
2157,Ford,2011,2.9,Hybrid,Manual,271452,Like New,36672.73,5 Series
739,Mercedes,2015,2.3,Diesel,Automatic,101799,Used,93504.73,Model X
1372,Tesla,2004,3.7,Petrol,Automatic,297019,New,76528.36,Camry
1575,Mercedes,2007,5.3,Diesel,Manual,24918,New,59325.43,RAV4
2095,Honda,2012,3.8,Petrol,Manual,23466,New,83046.34,Camry
2396,Ford,2010,4.9,Electric,Manual,173497,New,35220.52,Civic
1756,Audi,2005,2.9,Petrol,Manual,202959,Used,84270.17,X5
1964,Toyota,2003,4.7,Petrol,Manual,130016,Like New,14003.23,Accord
1950,Tesla,2009,3.8,Diesel,Automatic,61032,Like New,84270.17,3 Series
1535,Mercedes,2007,2.8,Electric,Automatic,70283,Used,19504.91,Model S
1363,Ford,2003,2.8,Diesel,Manual,231609,Like New,40601.34,CR-V
91,Mercedes,2001,2.4,Diesel,Automatic,292899,Used,85768.28,A4
2045,Mercedes,2015,3.4,Hybrid,Automatic,243942,Used,60928.69,X3
1486,Toyota,2005,2.6,Petrol,Automatic,180116,Used,73398.98,C-Class
748,Ford,2000,5.0,Hybrid,Manual,186764,Like New,78308.17,Fit
1233,Audi,2017,3.1,Petrol,Manual,114832,Used,66759.55,Civic
1593,Honda,2016,2.8,Diesel,Manual,106960,Used,42389.89,Mustang
1493,Audi,2019,5.0,Diesel,Automatic,54604,New,83801.61,Accord
1392,BMW,2021,5.0,Hybrid,Manual,38575,New,48326.64,E-Class
704,Audi,2004,1.0,Diesel,Automatic,57803,Used,34109.11,Prius
1254,Toyota,2005,2.0,Hybrid,Manual,16259,Used,17868.57,Corolla
1044,Mercedes,2013,3.5,Electric,Automatic,221171,Used,41249.71,E-Class
2479,BMW,2019,5.7,Petrol,Manual,105153,Used,14395.92,A3
2479,Tesla,2021,5.0,Diesel,Automatic,25378,Like New,88580.82,X5
211,Tesla,2004,3.1,Petrol,Manual,271609,Used,44340.36,A4
423,Toyota,2019,2.3,Petrol,Automatic,117286,Like New,94943.29,Explorer
467,BMW,2012,4.9,Diesel,Manual,255494,New,31214.69,GLA
1853,Audi,2022,3.8,Electric,Automatic,6764,Like New,26668.44,Model 3
2125,BMW,2007,4.6,Diesel,Manual,243234,New,31294.11,Model 3
1624,BMW,2020,2.9,Electric,Manual,16116,Like New,19312.68,3 Series
1656,Honda,2014,3.1,Petrol,Automatic,86134,New,70016.62,Fit
85,BMW,2019,1.3,Diesel,Automatic,287153,Like New,83522.8,Q7
1649,BMW,2004,4.7,Petrol,Automatic,115018,New,73789.24,Fit
257,Tesla,2015,5.8,Hybrid,Manual,68879,New,76807.97,C-Class
1399,Toyota,2018,2.4,Hybrid,Manual,252862,Used,12477.35,Model Y
699,Mercedes,2007,1.0,Hybrid,Automatic,19995,Like New,60358.76,A4
1446,Ford,2009,6.0,Hybrid,Automatic,70441,Like New,65624.73,A4
1089,Audi,2007,2.4,Electric,Manual,260226,Used,98063.32,3 Series
1426,Toyota,2006,1.0,Petrol,Manual,209304,Like New,17868.57,Model Y
2395,Honda,2018,5.7,Diesel,Manual,128145,New,22364.91,CR-V
341,Audi,2017,1.1,Diesel,Automatic,164361,New,87474.1,X3
859,Audi,2003,4.4,Electric,Manual,146297,New,33145.63,5 Series
2428,Mercedes,2017,5.2,Electric,Automatic,205338,Used,89909.81,Fiesta
951,Tesla,2004,5.2,Diesel,Automatic,19659,Used,36473.19,A4
285,BMW,2015,4.9,Diesel,Manual,34831,Used,80286.31,Civic
1134,Ford,2000,3.4,Electric,Automatic,199378,Like New,92711.83,Fiesta
1820,Tesla,2015,2.5,Hybrid,Manual,29072,Like New,7494.4,GLA
2040,Ford,2012,4.3,Hybrid,Manual,89196,Used,60966.05,Accord
686,Honda,2020,3.9,Diesel,Automatic,206971,New,45274.04,CR-V
115,Honda,2010,1.3,Petrol,Manual,221668,New,69397.95,X3
1845,Ford,2022,4.7,Electric,Manual,20951,Like New,50813.9,Camry
2441,Toyota,2023,4.4,Diesel,Manual,54645,New,73287.36,Fiesta
687,Mercedes,2017,5.2,Electric,Automatic,99143,Like New,70807.2,Camry
528,Ford,2015,1.9,Electric,Manual,49294,Like New,18566.94,RAV4
1030,BMW,2023,4.9,Petrol,Automatic,83697,Like New,99073.74,C-Class
2313,Tesla,2014,4.2,Petrol,Manual,45520,Used,73292.09,Focus
1277,Ford,2004,3.0,Hybrid,Automatic,244901,Used,41970.24,Prius
2218,Toyota,2004,1.9,Petrol,Manual,27676,New,64459.23,Prius
874,Mercedes,2010,4.9,Petrol,Automatic,279087,Used,10930.39,CR-V
55,Ford,2023,2.4,Electric,Manual,115313,Used,43288.37,Explorer
1219,Tesla,2010,1.2,Diesel,Manual,81015,Like New,69330.2,Q7
1396,Mercedes,2002,2.2,Electric,Manual,254043,Like New,7865.33,X3
1314,Honda,2004,3.0,Diesel,Manual,275251,New,88900.74,Accord
520,Toyota,2003,1.0,Petrol,Manual,220073,Used,70291.28,Prius
2199,Tesla,2013,2.5,Diesel,Manual,20448,New,57658.05,E-Class
2473,Tesla,2015,4.5,Electric,Automatic,81397,Like New,68755.69,X5
318,Tesla,2017,4.2,Petrol,Manual,142770,New,24368.44,C-Class
2399,BMW,2023,2.2,Petrol,Manual,287249,Like New,71681.54,X3
2311,Mercedes,2018,2.7,Diesel,Automatic,128404,Used,53755.2,Fiesta
393,Ford,2017,5.5,Electric,Automatic,128131,Used,30183.68,X5
418,BMW,2005,5.9,Diesel,Automatic,7432,Used,94361.31,Civic
786,Ford,2005,4.6,Hybrid,Manual,117363,Like New,88851.63,Q7
2112,Ford,2016,4.1,Petrol,Manual,146691,Like New,92863.83,Camry
691,BMW,2019,1.3,Hybrid,Manual,209137,Used,60767.46,X3
839,Tesla,2019,5.9,Diesel,Manual,255931,New,44230.53,3 Series
2342,Mercedes,2004,2.5,Hybrid,Manual,75976,New,17215.75,A3
2086,Toyota,2017,2.5,Hybrid,Manual,108261,Used,70678.24,Accord
72,Mercedes,2019,6.0,Petrol,Automatic,66126,New,92862.86,X5
1561,Tesla,2012,1.5,Electric,Manual,287249,Used,44875.96,X5
1051,Mercedes,2004,2.2,Electric,Manual,179420,Used,21471.98,Model S
1543,Ford,2002,2.5,Diesel,Automatic,168393,Used,40818.37,Fit
1491,Audi,2000,3.0,Hybrid,Automatic,290277,New,5865.44,RAV4
917,Toyota,2001,2.4,Petrol,Automatic,271615,New,38929.97,Q5
2289,BMW,2017,1.0,Petrol,Manual,206089,Like New,28940.54,X5
1019,Tesla,2001,5.7,Hybrid,Automatic,262063,Like New,41490.15,5 Series
1990,Honda,2006,5.7,Diesel,Automatic,86569,New,86382.04,CR-V
1304,Audi,2006,4.8,Hybrid,Manual,120623,New,76535.97,CR-V
396,BMW,2021,1.5,Electric,Automatic,115313,Used,23370.97,CR-V
891,Mercedes,2003,4.6,Electric,Automatic,50551,Used,72824.5,X3
720,Mercedes,2020,5.3,Electric,Automatic,166415,Used,54592.22,Civic
948,Mercedes,2016,4.8,Hybrid,Automatic,10652,New,97860.06,Model S
1549,BMW,2013,5.5,Hybrid,Automatic,129394,Like New,10806.67,Accord
1882,Audi,2015,1.3,Diesel,Manual,11217,Used,89885.35,C-Class
1270,Tesla,2003,5.9,Electric,Automatic,255745,New,14457.06,Explorer
1751,BMW,2014,2.5,Petrol,Manual,149485,Like New,99159.41,Mustang
1923,Honda,2019,1.3,Electric,Automatic,281035,Used,67278.76,Fiesta
2114,Toyota,2019,1.4,Petrol,Manual,219478,New,17432.03,Mustang
966,Tesla,2023,4.1,Hybrid,Manual,247524,New,14843.78,Q5
2214,Tesla,2003,2.0,Petrol,Manual,264603,Like New,17549.35,E-Class
1654,Tesla,2008,4.0,Hybrid,Automatic,283390,New,60217.45,Model Y
2038,BMW,2001,1.2,Hybrid,Manual,168204,Like New,36254.6,3 Series
284,Mercedes,2013,1.3,Electric,Automatic,123225,Like New,27200.62,Mustang
1457,Honda,2011,3.9,Hybrid,Manual,126011,New,28769.68,Fiesta
810,Toyota,2015,2.5,Hybrid,Manual,194292,Used,27698.24,Focus
94,Ford,2004,4.2,Electric,Manual,193295,New,86782.66,Corolla
2128,Mercedes,2010,1.7,Diesel,Automatic,132773,Used,68634.17,Q7
723,Mercedes,2013,2.0,Electric,Manual,145871,Used,85302.37,Model 3
1841,Ford,2012,4.6,Diesel,Automatic,226293,New,86045.62,Model 3
